ccf_id,control_domain,control_name,control_description,nist_cybersecurity,bsi_c5,cis_v8,mlps,iso_22301,cyber_essentials_uk,ens,iso_27001,iso_27002,iso_27017,iso_27018,tx_ramp_L1,fedramp_tailored,fedramp_moderate,hipaa_security,irap,ismap,mas,pci_dss_v4,kfsi,soc_2,nist_cybersecurity_ref,bsi_c5_ref,cis_v8_ref,mlps_ref,iso_22301_ref,cyber_essentials_uk_ref,ens_ref,iso_27001_ref,iso_27002_ref,iso_27017_ref,iso_27018_ref,tx_ramp_L1_ref,fedramp_tailored_ref,fedramp_moderate_ref,hipaa_security_ref,irap_ref,ismap_ref,mas_ref,pci_dss_v4_ref,kfsi_ref,soc_2_ref
TA-01,Training and Awareness,General Security Awareness Training,"Organization personnel complete security awareness training, which includes annual updates about relevant policies and how to report security events to the authorized response team. Records of training completion are documented and retained for tracking purposes.",X,X,X,X,X,,X,X,X,,,X,X,X,X,X,X,X,X,,X,PR.AT-1,"AM-05
DEV-04
HR-02
HR-03
HR-04
SIM-04
SP-01","14.1
14.2
14.3
14.4
14.5
14.6
14.7
14.8","8.1.8.3
8.1.9.8
8.1.10.7",5.1(d),,"2

3

32

60

61

62","5.1(d)
7.2
7.3(b)
7.3�",6.2,,,"AT-02
AT-04
IR-07","AT-02
AT-04
IR-07
AT-02 (02)","AT-02
AT-04
IR-07
AT-02 (02)","164.308(a)(5)(i)
164.308(a)(5)(ii)(A)
164.308(a)(5)(ii)(B)","ISM-0735
ISM-0252","4.5.2.3
4.5.2.4
4.5.2.5
4.5.2.6
4.5.2.7
6.2.1.20
6.2.2.6
7.1.2.1
7.1.2.10
7.2.1.1
7.2.1.2
7.2.1.3
7.2.1.4
7.2.1.5
7.2.1.6
7.2.2.1
7.2.2.2
7.2.2.3
7.2.2.5
7.2.2.6
7.2.2.7
7.2.2.8
7.2.2.9
7.2.2.10
7.2.2.11
7.2.2.12
7.2.2.13
7.2.2.14
7.2.2.15
7.2.2.16
7.2.2.17
7.2.2.18
7.2.2.19.PB
7.2.2.25
8.1.3.1
9.3.1.5
9.3.1.6
9.3.1.7
11.1.5.1
11.1.5.2
11.1.5.3
11.2.6.4
11.2.9.2
11.2.9.3
11.2.9.4
11.2.9.5
12.2.1.9
12.2.1.13
13.2.1.5
13.2.1.9
13.2.1.10
13.2.1.11
13.2.1.12
15.1.1.11
16.1.3.1
18.1.4.5",3.6,"12.6, 12.6.1, 12.6.2, 12.6.3, 12.6.3.1, 12.6.3.2, A3.1.4",,CC2.2
TA-02,Training and Awareness,Code of Conduct Training,Organization full-time and temporary employees and interns complete a code of business conduct training.,,X,X,,,,X,,,,,,,,,,X,,,,X,,"AM-05
HR-02
HR-03
HR-04
HR-05","14.2
14.3
14.4
14.5
14.7
14.8",,,,"2

3

60

64

65

66

67",,,,,,,,,,"7.1.2.1
7.2.2.1
11.2.8.1",,,,CC1.1
TA-03,Training and Awareness,Accessibility Training,"Organization personnel complete accessibility awareness training, which includes annual updates about relevant policies and how to report accessibility events internally. Records of training completion are documented and retained for tracking purposes.",,,,X,,,,,,,,,,,,X,,,,,,,,,8.1.9.8,,,,,,,,,,,,"ISM-0817
ISM-0435",,,,,
TA-04,Training and Awareness,Phishing Awareness,Organization performs periodic phishing campaigns.,,,X,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,
TA-05,Training and Awareness,Developer Security Training,Organization's software engineers are required to complete training based on secure coding techniques on an annual basis.,,X,X,X,,,,,X,,,,,,,,,,X,,,,DEV-04,"14.9
16.9","8.1.9.4
8.3.4.2",,,,,"8.25

8.28

6.3",,,,,,,,,,6.2.4,,
TA-06,Training and Awareness,Payment Card Processing Security Awareness Training,"Organization personnel that interact with cardholder data systems receive awareness training to be aware of attempted tampering or replacement of devices. Training should include the following:
� verify the identity of third-party persons claiming to be repair or maintenance personnel, prior to granting them access to modify or troubleshoot devices.
� do not install, replace, or return devices without verification
� be aware of suspicious behavior around devices (e.g., attempts by unknown persons to unplug or open devices)
� report suspicious behavior and indications of device tampering or substitution to authorized personnel (e.g., to a manager or security officer)",,,X,,,,,,X,,,,,,,,,,X,,,,,14.9,,,,,,6.3,,,,,,,,,,9.5.1.3,,
TA-07,Training and Awareness,Role-based Security Training: HIPAA,Organization personnel with access to personal health information (PHI) are required to attend and complete HIPAA privacy training.,,,X,,,,,,X,,,,,,X,,,,,,,,,14.9,,,,,,6.3,,,,,,"164.308(a)(5)(i)
164.308(a)(5)(ii)(A)",,,,,,
TA-08,Training and Awareness,Role-based Security Training,"Organization personnel with key security responsibilities complete relevant role-based training on an annual basis:
� personnel must complete training prior to obtaining access to privileged security systems
� personnel with contingency responsibilities must complete role-based training within 10 days of assuming the role
� records of training completion are documented and retained for tracking purposes",,,X,X,,,,,X,,,X,X,X,,X,X,,X,X,,,,14.9,8.1.8.3,,,,,6.3,,,"AT-03
IR-02
CP-03","AT-03
IR-02
CP-03","AT-03
IR-02",,"ISM-1565
ISM-0408
ISM-0612","7.2.2.4
14.2.1.11
18.2.3.5",,6.2.4,6.1.2,
TA-09,Training and Awareness,Security Champion Training,"Service teams select a ""Security Champion"" to ensure security engagement responsibilities are assigned and tracked to completion; Security Champions receive training on how to execute responsibilities.",,,X,,,,,,X,,,,,,,,,,,,,,,14.9,,,,,,6.3,,,,,,,,,,,,
TPM-01,Third-Party Management,Third-Party Assurance Review,"On a periodic basis, management reviews controls within third-party assurance reports to ensure that they meet organizational requirements; if control gaps are identified in the assurance reports, management takes action to address impact the disclosed gaps have on the organization.",X,X,X,X,X,,X,,X,,,X,X,X,X,X,X,X,X,X,X,"ID.SC-1
ID.SC-3
ID.SC-4","DEV-01 
OIS-03
OIS-07
PS-01
PS-03
SSO-01
SSO-02
SSO-04
SSO-05","15.5
15.6","8.1.9.10
8.2.6.1
8.2.6.2","8.1�

8.6�",,"41

47

48

49",,5.22,,,"PS-07
SA-09","PS-07
SA-09
RA-03 (01)
SR-10","PS-07
SA-09
SA-09 (01)","164.308(b)(2)
164.310(a)(1)
164.310(a)(2)(ii)","ISM-0731
ISM-1452
ISM-1569
ISM-0280
ISM-0285","4.6.2.5
6.1.1.12
14.1.1.13
14.2.1.12
14.2.6.6
14.2.7.2
14.2.7.3
14.2.7.4
14.2.7.5
14.2.7.6
14.2.7.7
14.2.7.8
14.2.7.9
14.2.7.10
14.2.7.11
15.1.1.2
15.1.1.14.B
15.1.2.17
15.1.3.10.P
15.1.3.11.P
15.2.1.1
15.2.1.2
15.2.1.3
15.2.1.4
15.2.1.5
15.2.1.6
15.2.1.7
15.2.1.8
15.2.1.9
15.2.1.10
15.2.1.11
15.2.1.12
15.2.1.13
15.2.1.14
15.2.1.15
15.2.2.1
15.2.2.2
14.2.5.7","3.4
6.4","12.8, 12.8.1, 12.8.2, 12.8.3, 12.8.4, 12.8.5","4.1.1
4.2.1","CC3.2
CC4.1
CC6.4
CC9.2"
TPM-02,Third-Party Management,Vendor Risk Management,Organization performs a risk assessment to determine the data types that can be shared with a managed service provider.,,X,X,,,,X,,X,,X,X,X,X,,X,X,,X,,,,SSO-02,15.3,,,,"1

2

3

8

9

10

40

41",,5.19,,"A.5.2

A.7.1

A.10.12","PS-07
SA-09","PS-07
RA-03 (01)
SR-10","PS-07
SA-09 (01)",,"ISM-1737
ISM-1638
ISM-1395
ISM-0072",15.1.1.16.B,,12.8.3,,
TPM-03,Third-Party Management,Forensic Investigations,Organization enables procedures to conduct a forensic investigation in the event that a hosted merchant or service provider is compromised.,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,12.8.3,4.2.1,
TPM-04,Third-Party Management,Privacy Risk Assessment,"Organization reviews the privacy practices of service providers who access, collect, process, transfer, or store personal information on Organization's behalf upon initial procurement and renewal; non-compliance is tracked through remediation.",,,,X,,,,,,,,,,,,X,X,,,,,,,,8.2.4.5,,,,,,,,,,,,"ISM-0280
ISM-0285",4.5.4.5,,,,
TPM-05,Third-Party Management,Network Access Agreement: Vendors,Third-party entities which gain access to the Organization network sign a network access agreement.,,,,X,,,X,,,,,X,X,X,,,X,,X,,,,,,8.1.8.4,,,"40

60",,,,,PS-07,PS-07,PS-07,,,"12.5.1.16
14.1.2.14
15.1.3.1
15.2.2.3
18.1.2.12",,8.2.7,,
TPM-06,Third-Party Management,Vendor Non-disclosure Agreements,"Agency temporary workers, independent contractors, and third-party entities consent to a non-disclosure clause.",X,X,X,X,,,X,,X,,X,X,X,X,,,X,,X,X,X,DE.CM-6,"AM-05
HR-02
HR-05
HR-06
SP-01",15.4,"8.1.8.4
8.2.6.1",,,"1

2

3

8

9

10

40

41

87

88

89

90",,6.6,,A.10.1,PS-07,PS-07,PS-07,,,"7.1.2.1
7.1.2.2
13.2.2.1
13.2.4.1
13.2.4.2
13.2.4.4
13.2.4.5
13.2.4.6
13.2.4.7
13.2.4.8
13.2.4.9
13.2.4.10
13.2.4.11
13.2.4.12
13.2.4.13
13.2.4.14
13.2.4.15
13.2.4.16
15.1.1.13
15.1.2.1
15.1.3.2
15.1.3.3
15.1.3.4
15.1.3.5
15.1.3.6
15.1.3.7
15.1.3.8
15.1.3.9",,"12.7, 12.7.1",2.2.1,"CC9.2
C1.1"
TPM-07,Third-Party Management,Cardholder Data Security Agreement,"Organization managed service providers that manage, store, or transmit cardholder data on behalf of the customer must provide written acknowledgement to customers of their responsibility to protect cardholder data and the cardholder data environment.",,,,X,,,,,,,,,,,,X,,,X,,,,,,8.1.10.14,,,,,,,,,,,,"ISM-1737
ISM-1638",,,"12.9, 12.9.1, 12.9.2",,
TPM-08,Third-Party Management,HIPAA Business Associate Agreement,"Organization Business Associate Agreements must contain provisions for the following:
� permitted uses and disclosures of Protected Health Information (PHI)
� PHI safeguards to prevent unauthorized use or disclosure
� communications regarding the unauthorized use or disclosure of PHI
� PHI availability
� contract termination and disposition of PHI",,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"164.308(b)(2)
164.308(b)(3)
164.314(a)(2)(i)
164.314(a)(2)(iii)",,,,,,
TPM-09,Third-Party Management,HIPAA Business Associate Subcontractor Agreement,"Organization requires a Business Associate Subcontractor Agreement with Business Associates from which it receives or transmits protected health information (PHI); Business Associates under contract are required to provide assurance that they adhere to Organization's security standards, which includes the security of PHI and reporting security events that potentially expose PHI.",,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,"164.308(b)(2)
164.308(b)(3)
164.314(a)(2)(i)
164.314(a)(2)(iii)",,,,,,
TPM-10,Third-Party Management,Network Service Level Agreements (SLA),Vendors providing networking services to Organization are contractually bound to provide secure and available services as documented in SLAs.,,,X,X,,,X,,,,,X,X,X,,X,X,,X,,,,,15.4,"8.1.9.10
8.1.10.14
8.2.6.1",,,"4

24

25

71

72

73

74

75

76

77

94",,,,,PS-07,PS-07,PS-07,,"ISM-1575
ISM-1578","13.1.2.2
10.1.2.19
15.1.1.10
13.2.3.3
13.2.3.5",,"12.8.2, 12.8.5",,
TPM-11,Third-Party Management,Personal Information Processing and Transfer Agreement,"Appropriate data processing and transfer agreements are established for the collection, processing, transfer, or storage of personal information by, or on behalf of, Organization.",,,X,X,,,,,X,,X,,X,,,X,X,,,,,,,15.4,8.2.6.1,,,,,5.14,,"A.2.1

A.5.1

A.7.1

A.9.3

A.10.11",,SR-08,,,"ISM-0240
ISM-0866","13.2.2.2
13.2.2.3
13.2.2.4
13.2.2.5
13.2.2.6
13.2.2.7
13.2.2.8
13.2.2.9
13.2.2.10
13.2.2.11
13.2.2.12
13.2.2.13
15.1.2.2
15.1.2.4
13.2.1.8
13.2.1.13
13.2.1.14",,,,
TPM-12,Third-Party Management,Approved Service Provider Listing,Organization maintains a list of approved managed service providers and the services they provide to Organization.,,X,X,X,,,,,,,,,,,,X,,,X,X,,,SSO-03,15.1,"8.1.9.3
8.1.10.14
8.2.6.2",,,,,,,,,,,,"ISM-1736
ISM-1737
ISM-1637
ISM-1638",,,12.8.1,"4.1.1
4.2.1",
TPM-13,Third-Party Management,Vendor Information Security Standard,Organization has documented a Vendor Information Security Standard that defines the responsibilities and governance requirements regarding vendor information security engagements. Contractual agreements are entered into with vendors who process or store Organization data that define information Security terms and service level agreements.,X,X,X,X,,,,X,X,,,,X,,X,X,X,X,X,X,X,"ID.BE-1
ID.SC-3
ID.SC-4","COM-01
HR-06
OIS-02
OIS-03
SIM-04
SSO-01
DEV-02","15.2
15.4","8.1.9.3
8.1.9.10
8.1.10.14",,,,7.3,"5.2

5.23



5.21",,,,"SR-01
SR-02
SR-02 (01)
SR-03
SR-05",,164.308(a)(1)(i),"ISM-1568
ISM-1632
ISM-1571
ISM-1738
ISM-1073
ISM-0280
ISM-0285
ISM-1578","13.1.2.1
13.2.4.3
14.2.7.1
6.1.1.13.PB
7.1.2.4
7.1.2.5
15.1.1.3
15.1.1.4
15.1.1.6
15.1.1.7
15.1.1.8
15.1.1.9
15.1.1.12
15.1.2.3
15.1.2.5
15.1.2.6
15.1.2.7
15.1.2.8
15.1.2.9
15.1.2.10
15.1.2.11
15.1.2.12
15.1.2.13
15.1.2.14
15.1.2.15
15.1.2.16
15.1.2.18.PB",3.4,12.8,"1.2.2
2.2.1
4.1.1","CC1.3
C1.1"
VM-01,Vulnerability Management,Vulnerability Scans,Organization conducts vulnerability scans against the production environment; scan tools are updated prior to running scans.,X,X,X,X,,X,X,,X,,,X,X,X,X,X,X,X,X,X,X,"DE.CM-8
PR.IP-12
ID.RA-1","COM-03
COS-03
OPS-18
OPS-20
OPS-22
PSS-02
PSS-09
PSS-03","7.5
7.6","8.1.7.5
8.1.10.5",,Security Update Management ,"4

27

28

29

88

89

90",,8.8,,,"CA-07
RA-05
SI-02
RA-05 (02)","CA-07
RA-05
SI-02
RA-05 (02)","CA-07
RA-05
SI-02
RA-05 (02)
RA-05 (03)","164.308(a)(1)(ii)(A)
164.308(a)(1)(ii)(B)
164.308(a)(8)","ISM-1163
ISM-1698
ISM-1699
ISM-1700
ISM-1701
ISM-1702
ISM-1752
ISM-1754","12.6.1.1
12.6.1.2
12.6.1.3
12.6.1.4
12.6.1.5
12.6.1.6
12.6.1.7
12.6.1.8
12.6.1.9
12.6.1.10
12.6.1.11
12.6.1.12
12.6.1.13
12.6.1.14
12.6.1.15
12.6.1.16
12.6.1.17
14.2.9.3
18.2.3.3
18.2.3.4","11.3
13.1","11.3, 11.3.1, 11.3.1.1, 11.3.1.2, 11.3.1.3, 11.3.2, 11.3.2.1","3.3.1
8.1.5","CC3.2
CC7.1"
VM-02,Vulnerability Management,Vulnerability Scans: Cardholder Data Environment,Vulnerability scans are conducted against cardholder environments at least quarterly or after significant change; critical vulnerability resolution is confirmed via a rescan.,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,"ISM-1608
ISM-1588
ISM-1698
ISM-1699
ISM-1700
ISM-1701
ISM-1702
ISM-1752",,,"11.3, 11.3.1, 11.3.1.1, 11.3.1.2, 11.3.1.3, 11.3.2, 11.3.2.1",,
VM-03,Vulnerability Management,Vulnerability Scans: Audit Log Review,"When vulnerabilities are identified, Organization analyzes audit logs to see if it has been previously exploited. Identified exploitations are resolved through incident management.",,,X,X,,,,,,,,,,,,X,,,X,,,,,18.4,8.1.10.5,,,,,,,,,,,,"ISM-0298
ISM-1643
ISM-1690
ISM-1694
ISM-1695
ISM-1696
ISM-1697
ISM-1698
ISM-1699
ISM-1700
ISM-1701
ISM-1702
ISM-1752
ISM-0109
ISM-1228
ISM-1616
ISM-1755
ISM-1756",,,12.10,,
VM-04,Vulnerability Management,Vulnerability Scans: Trend Analysis,"Organization reviews vulnerability trends over time to include in risk assessments; high and moderate risk vulnerabilities are remediated in 30 and 90 days, respectively.",,,X,X,,,,,,,,X,X,X,,X,,,X,,,,,18.4,8.1.7.5,,,,,,,,RA-05,RA-05,RA-05,,"ISM-0298
ISM-1643
ISM-1690
ISM-1694
ISM-1695
ISM-1696
ISM-1697",,,"11.3, 11.3.1, 11.3.1.1, 11.3.1.2, 11.3.1.3, 11.3.2, 11.3.2.1",,
VM-05,Vulnerability Management,Approved Scanning Vendor,"At least quarterly, Organization engages an Approved Scanning Vendor to conduct external vulnerability scans.",,X,,,,,,,,,,X,X,X,,,,,X,,,,"COS-03
OPS-22",,,,,,,,,,RA-05,RA-05,"RA-05
CA-08 (01)",,,,,"11.3., 11.3.2.1",,
VM-06,Vulnerability Management,Application Penetration Testing,Organization conducts penetration tests periodically.,,X,X,,,,X,,,,,X,X,X,X,,X,X,X,,X,,"COM-03
OPS-18
OPS-19
OPS-20
PSS-02
OIS-05","16.13
18.1
18.2
18.5",,,,"4

27

28

29

88

89

90",,,,,"CA-07
SI-03","CA-02 (01)
CA-07
SI-03
CA-08","CA-02 (01)
CA-07
SI-03
CA-08","164.308(a)(1)(ii)(A)
164.308(a)(1)(ii)(B)
164.308(a)(8)",,14.2.9.4,"13.2
13.3","11.4.1, 11.4.2, 11.4.3, 11.4.4, 11.4.5, 11.4.6, 11.4.7, A1.1.4, A3.2.4",,"CC4.1
CC7.1"
VM-07,Vulnerability Management,Application Penetration Testing: Cardholder Data Environment,"Organization conducts penetration tests against cardholder data environments (CDE) and includes the following requirements:
� testing covers the entire CDE perimeter and critical data systems
� testing verifies that CDE perimeter segmentation is operational
� testing is performed from both inside and outside the CDE network
� testing validates segmentation and scope-reduction controls (e.g., tokenization processes)
� network layer penetration tests include components that support network functions as well as operating systems 
� at the application level, testing provides coverage, at a minimum, against the security testing requirements defined in VM-05-01 (01)
� testing is performed with consideration of threats verified in the last 12 months from external alerts, directives, and advisories defined in VM-06-02
� testing is performed with consideration of vulnerabilities reported through Organization's PSIRT process within the last 12 months
� risk ratings are assigned to discovered vulnerabilities, which are tracked through remediation",,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,CA-08 (01),,,,,"6.4.1, A1.1.4",,
VM-08,Vulnerability Management,Infrastructure Patch Management,"Organization installs security-relevant patches, including software or firmware updates; identified end-of-life software must have a documented decommission plan in place.",,X,X,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,,OPS-22,"7.3
7.4",8.1.4.4,,Security Update Management ,,,,,,"CA-07
SI-02","CA-07
SI-02","CA-07
SI-02
CM-08 (01)",164.312(c)(1),"ISM-1407
ISM-1744
ISM-1467
ISM-1483
ISM-1606
ISM-1143
ISM-0298
ISM-1643
ISM-1690
ISM-1691
ISM-1692
ISM-1693
ISM-1751
ISM-0300
ISM-1717","12.5.1.11
12.5.1.15","7.3
7.4
11.4","6.3.2, 6.3.3","8.1.4
8.1.5
8.3.1",CC7.1
VM-09,Vulnerability Management,Enterprise Antivirus,Organization has managed enterprise antivirus deployments to detect and respond to malicious activities.,,X,X,X,,X,X,,X,,,X,X,X,X,X,X,X,X,X,X,,"OPS-04
OPS-05","9.7
10.1
10.2
10.3
10.4
10.6
10.7",8.1.10.7,,Malware Protection ,31,,8.7,,,CA-07,CA-07,CA-07,164.308(a)(5)(ii)(B),"ISM-0917
ISM-1745
ISM-1417
ISM-1672
ISM-1288
ISM-0657","12.2.1.1
12.2.1.3
12.2.1.4
12.2.1.6
12.2.1.8
12.2.1.13",11.3,"5.2, 5.2.1, 5.2.2, 5.2.3, 5.2.3.1",8.2.1,CC6.8
VM-10,Vulnerability Management,Enterprise Antivirus Tampering,Antivirus mechanisms cannot be disabled or altered by users unless specifically authorized by management.,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,ISM-1672,,,5.3.5,,
VM-11,Vulnerability Management,Enterprise Antivirus Scope,Vulnerability scans are periodically performed on systems that do not require anti-virus; management determines if anti-virus should be required on the system based on scan results and associated risk.,,,,,,X,,,,,,,,,,,,,X,,,,,,,,Malware Protection ,,,,,,,,,,,,,"5.2, 5.2.1, 5.2.2, 5.2.3, 5.2.3.1",,
VM-12,Vulnerability Management,Maintenance Tools: Inspect Media,Organization checks media containing diagnostic and test programs for malicious code before the media are used in production systems.,,,,X,,,,,,,,,,,,,,,X,,,,,,8.1.10.7,,,,,,,,,,,,,,,6.2.3.1,,
VM-13,Vulnerability Management,Code Security Check,Organization conducts periodic source code checks for vulnerabilities.,,,X,,,,X,,X,,,X,X,X,,X,X,,X,,,,,16.12,,,,"8

9

10

87",,"5.8

8.25

8.29",,,"CA-07
SI-03","CA-07
SI-03","CA-07
SI-03",,"ISM-1460
ISM-1604","14.2.1.8
14.2.1.9",,6.2.3.1,,
VM-14,Vulnerability Management,Code Security Check: Cardholder Data Environment,"Where applicable, security testing performed prior to releasing code into production includes the following:
� code injection
� buffer overflows
� insecure cryptographic storage
� insecure communications
� improper error handling
� high-risk vulnerabilities
� cross-site scripting
� improper access control
� cross-site request forgery
� broken authentication session management",,,X,X,,,,,,,,,,,,X,,,X,,,,,16.12,8.1.9.7,,,,,,,,,,,,"ISM-1669
ISM-1542
ISM-0402
ISM-0971",,,6.2.4,,
VM-15,Vulnerability Management,Third-Party Library Check,Organization scans third-party libraries for vulnerabilities according to the service risk rating assignment.,,,X,,,,,,,,,,,,,,,,X,,,,,16.5,,,,,,,,,,,,,,,,6.3.1,,
VM-16,Vulnerability Management,Non-disclosure of Error Detail,Information systems are designed to ensure error messages generated provide adequate information for taking corrective action without revealing sensitive information.,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,SI-11,,,,,6.2.4,,
VM-17,Vulnerability Management,Embedded Authenticators,"Quality Engineering checks to ensure that static passwords are not embedded within application source code or access scripts, prior to deployment on the Organization network.",,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,,,,,,,"ISM-1460
ISM-1604",,,6.2.3.1,,
VM-18,Vulnerability Management,External Information Security Inquiries,"Organization reviews information-security-related inquiries, complaints, and disputes.",,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,6.3.1,,
VM-19,Vulnerability Management,External Alerts and Advisories,Organization reviews alerts and advisories from management approved security forums and communicates verified threats to authorized personnel.,,X,,,,,X,,X,,,,X,,,X,,,X,,,,OIS-05,,,,,"3

32

36

60",,"5.5
5.6",,,,RA-05 (11),,,"ISM-0298
ISM-1643
ISM-1690
ISM-1691
ISM-1692
ISM-1693
ISM-1694
ISM-1695
ISM-1696
ISM-1697",,,6.3.1,,
VM-20,Vulnerability Management,Third-Party Security Assessment,Organization engages qualified managed service providers to perform independent information security assessments.,,,,,,,,,,,,,,X,,,,,X,,,,,,,,,,,,,,,,"CA-07 (01)
SA-11
SA-11 (02)",,,,,6.3.1,,
VM-21,Vulnerability Management,Security Testing Window,Security administrators notify relevant parties prior to executing technical security assessments; assessment details and results are documented in a ticket.,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,SA-11,,,,,,,
VM-22,Vulnerability Management,Vulnerability Remediation,Organization assigns a risk rating to identified vulnerabilities and prioritizes remediation of legitimate vulnerabilities according to the assigned risk.,,,X,,,,X,,,,,X,X,X,,,X,,X,X,,,,"7.2
7.7
16.2
16.6
18.3",,,,"4

27

28

29

88

89

90",,,,,"CA-07
RA-05","CA-07
RA-05","CA-07
RA-05",,,12.6.1.1,,6.3.1,3.3.1,
VM-23,Vulnerability Management,Backlog Prioritization,"Organization documents identified bugs, prioritize bug fixes according to risk, and tracks resolution as part of the product release cycle.",,,X,X,,,,,,,,,,,,,,,X,,,,,"7.2
7.7
16.2",8.1.9.5,,,,,,,,,,,,,,,6.3.1,,
